trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
142,False,"{'a': 0.4689188169222028, 'e': 0.2917085767211244}",30,14,26.304991406688046,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.46816914671122567, 'e': 0.2893842179390506}",20,7,2.659767667301389,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.46756092225205775, 'e': 0.28750932054018974}",30,9,-35.76345904033005,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.4665800745658605, 'e': 0.2845062662997899}",20,6,26.941170078745042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.4659273194966334, 'e': 0.2825216766033636}",20,8,9.341874384220912,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.4653685420467607, 'e': 0.2808316217783798}",20,8,25.513299805960386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.46481043472766886, 'e': 0.27915167692210985}",25,12,-19.728339169282386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.4642065737571975, 'e': 0.2773430753450219}",20,8,-9.029992592603879,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.4636498599637705, 'e': 0.27568399909891583}",20,16,6.713988682208392,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.4634644371068287, 'e': 0.27513318210132126}",30,14,16.2837357551517,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.46272348692567206, 'e': 0.2729408974751874}",25,7,1.4052885498683616,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.4618913338116898, 'e': 0.27049545041642054}",25,4,30.035680046205567,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.46092237976852113, 'e': 0.26767010719674456}",20,0,0.6216489548778763,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
155,False,"{'a': 0.4600014562394876, 'e': 0.2650067451297589}",20,6,21.35759765980527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.4593579047918791, 'e': 0.2631581754560287}",30,8,-16.320471860880893,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
157,False,"{'a': 0.45834842823270755, 'e': 0.2602792983785571}",20,12,-26.022832205546987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.45798189612251383, 'e': 0.2592402606458915}",20,0,-59.45759466759856,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
159,False,"{'a': 0.45706684768372374, 'e': 0.2566607769535559}",20,0,-29.95027112677767,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
160,False,"{'a': 0.45615362751293376, 'e': 0.25410695955280027}",20,2,25.765018248097938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.4553332895091052, 'e': 0.25183025744403303}",20,7,11.209960298832836,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.45474174082269925, 'e': 0.2501986691770608}",20,13,13.263685051537536,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.4544235329898584, 'e': 0.2493245045154751}",20,4,6.846945712025352,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.45369703668910105, 'e': 0.24733786563028812}",20,15,7.6603028424143815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.45347024487343524, 'e': 0.24672029325333586}",20,13,13.523205539690926,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.453152926776315, 'e': 0.2458582816272648}",25,0,-7.085028913718188,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
167,False,"{'a': 0.4520214593829218, 'e': 0.24280418100265946}",25,8,30.459585548801442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.4512536757030067, 'e': 0.24074909196587688}",25,16,-6.871896118776215,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
169,False,"{'a': 0.45084773009779766, 'e': 0.23966815498431943}",20,11,-0.8838217903901477,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.45044214967927465, 'e': 0.2385920712910904}",25,13,12.439586393537978,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.44990194328831884, 'e': 0.23716480494418105}",20,0,-35.95427006438475,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
172,False,"{'a': 0.44900303860605933, 'e': 0.2348049757061403}",20,0,6.911086590985979,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
173,False,"{'a': 0.4481059299365529, 'e': 0.23246862716134165}",35,20,-24.18908679803396,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
174,False,"{'a': 0.44743427490885423, 'e': 0.23073163432292196}",25,7,25.447518780749924,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.44662961762283315, 'e': 0.22866436627427508}",35,25,17.68838947427434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.44618321124559945, 'e': 0.22752389798959005}",20,6,12.079650187376131,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.4455589918054196, 'e': 0.22593679205511083}",25,0,39.010440024755574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.4444464855381704, 'e': 0.22313016014842982}",25,0,4.632779412042003,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
179,False,"{'a': 0.44333675706290254, 'e': 0.22035839278323385}",20,15,8.15797631753592,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.44311514409223074, 'e': 0.21980818484776168}",20,12,14.87504178739273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.44276079373599814, 'e': 0.2189307082315715}",30,10,29.6786622715897,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.44187615708006095, 'e': 0.216752311287255}",20,0,-16.755458256810115,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
183,False,"{'a': 0.4409932879293412, 'e': 0.21459558975469478}",20,8,12.805177970817862,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.44046441337202535, 'e': 0.21331187122291523}",20,14,11.52956779630909,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.4402002139917422, 'e': 0.21267289455348304}",20,2,17.81585232291608,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.4394085663032216, 'e': 0.2107674259730094}",20,16,7.589304269997834,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.43923283802469903, 'e': 0.21034631237503254}",25,15,18.381887041900654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.4387938247299062, 'e': 0.20929720576531952}",25,5,30.847371553875302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.43791711408332984, 'e': 0.20721466377212}",20,14,11.927679671110772,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.43765444262419767, 'e': 0.20659395131502356}",20,0,27.75676086582343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.4367800084645869, 'e': 0.2045383071530228}",35,24,18.050296701983584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4362998146103153, 'e': 0.20341643444169002}",20,9,7.915835920216896,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.4358201486788726, 'e': 0.2023007150930107}",25,4,34.57003376246101,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4349058866777394, 'e': 0.20018767048230202}",20,10,20.828032881253556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.43447119817153873, 'e': 0.1991892303104031}",35,22,12.469620669239799,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.433906752583041, 'e': 0.19789869908361465}",20,10,21.241211659557386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.4334730627115346, 'e': 0.19691167520419406}",25,8,19.473872787445924,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.43273678451870917, 'e': 0.19524501928725083}",20,11,16.310879106819336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.4323474966184744, 'e': 0.19436839059432767}",35,17,20.506479828670347,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.43156997110745293, 'e': 0.19262692343607832}",20,10,18.729017886060532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.4311386168494207, 'e': 0.19166619264739126}",25,7,30.360194571748472,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.4303632653647728, 'e': 0.18994893615922714}",20,12,2.6096495532454345,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.4300191124320089, 'e': 0.18919065798198204}",25,11,21.050068229161617,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.429417506896741, 'e': 0.18787094775072993}",20,12,17.06129592306623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.4290741102681895, 'e': 0.1871209649253546}",30,19,8.264082115751702,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.42860238824157443, 'e': 0.18609462464127785}",20,11,2.429370012417909,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.42821681962406083, 'e': 0.18525908021533122}",30,19,15.507725809396135,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.4277460400986836, 'e': 0.18424295218771095}",25,15,17.62076728405053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.4273185078603317, 'e': 0.18332403663007307}",20,6,20.249667125989454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.42672068052610634, 'e': 0.18204524935085034}",20,8,-0.4270095586269431,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.4262089228255063, 'e': 0.1809562481254232}",25,9,-30.723039179501455,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.42552753380556446, 'e': 0.17951437332959386}",30,14,2.805780368183935,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
213,False,"{'a': 0.4248472341363415, 'e': 0.17808398751493196}",20,11,14.372562216343688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.4244650436371413, 'e': 0.17728440996987782}",20,10,-8.095920841885375,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.4240407907552995, 'e': 0.17640020028634}",25,19,-10.011279552864991,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.42378644259292547, 'e': 0.17587179269317638}",30,19,10.5345608454358,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.423320533802887, 'e': 0.1749071530241483}",20,16,8.185058332654194,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.42315123945049354, 'e': 0.1745576882993131}",25,18,-28.88368362285359,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.4228551372307459, 'e': 0.17394780430983683}",30,21,1.3137864644387016,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.4224747388122035, 'e': 0.17316679777309835}",35,18,-0.5392676046748894,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.4217571418864309, 'e': 0.17170111795585358}",20,2,13.660872100287204,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.42099866186784163, 'e': 0.1701627409746967}",25,9,11.149593152683591,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.42032560259985347, 'e': 0.1688068697630511}",25,15,7.784189907765796,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.4199054870900181, 'e': 0.16796494198768974}",20,16,7.117660828222984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.4197375584831426, 'e': 0.167629347809757}",25,2,-6.33394044444013,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.4187732714538049, 'e': 0.16571265243190123}",20,12,-69.04083574876694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
227,False,"{'a': 0.41843838680836054, 'e': 0.16505112575755762}",30,16,24.468934529012582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.417852982945149, 'e': 0.163899802210902}",25,0,-4.750641824016471,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
229,False,"{'a': 0.4168096551908788, 'e': 0.16186380616882481}",20,14,11.94806051452297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.41655964440849935, 'e': 0.16137894240960493}",25,11,25.064894110715016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.415976868944339, 'e': 0.16025323438745256}",20,9,19.773789979982677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.41551954596225377, 'e': 0.1593742609909064}",20,5,17.618738843610164,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.4148967338691575, 'e': 0.15818342524954201}",25,16,12.842483158738547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.41452349479145384, 'e': 0.15747319904338924}",30,20,17.92137102864634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.41410917848933976, 'e': 0.15668779818656545}",30,6,19.96541527686052,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.41311650814186407, 'e': 0.15481878113876424}",25,16,19.181910243441255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.41274487054653985, 'e': 0.1541236618151314}",20,2,-31.285266765674496,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.4120025980252388, 'e': 0.15274277218313168}",25,12,13.58969125438793,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.4114673426391887, 'e': 0.15175316387518561}",20,8,1.1451257547854825,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.4109738779660414, 'e': 0.1508453709939552}",20,2,14.35351977485095,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.4102347903640978, 'e': 0.1494938536059855}",25,9,5.139234135051192,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.4095789395201053, 'e': 0.14830267384911702}",20,7,3.2615326413988983,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.4090468328430077, 'e': 0.14734183258616193}",25,10,14.736678273857706,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.40843372254142757, 'e': 0.14624090249023045}",20,15,-10.722284878627878,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.4082295567258642, 'e': 0.14587575685622736}",20,6,26.723903441593446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.40765843522478185, 'e': 0.14485819218961926}",25,17,1.9779899363054079,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.4073324388925214, 'e': 0.14427991674278817}",25,3,34.68424329812965,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.4064372925489781, 'e': 0.14270153467530902}",30,12,26.5788653085963,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.40570636345592453, 'e': 0.14142298297609007}",25,15,-41.694769635937895,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
250,False,"{'a': 0.4053008598780495, 'e': 0.14071763290586387}",25,18,16.729222189091054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.4050172485516799, 'e': 0.14022598208152937}",20,0,28.731836295464667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.40420802354932056, 'e': 0.13883071024713198}",30,4,41.35089478270746,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.40315844772792114, 'e': 0.13703759153854245}",25,13,20.246348574800653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.4026749477486552, 'e': 0.13621782773999674}",20,16,8.55696786479761,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.4025139099792568, 'e': 0.13594566433863925}",25,18,14.229123502469939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.4022322488351729, 'e': 0.13547068621005243}",25,10,6.800171509989306,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.4016293527470292, 'e': 0.13445845666907724}",20,16,7.510633647431708,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.40146873313199505, 'e': 0.13418980849346404}",25,19,-0.9907751267047038,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.4012279241420371, 'e': 0.1337878423187204}",25,14,9.984200349673223,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.4007868160793937, 'e': 0.13305402902235253}",20,11,9.657466162723512,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.4004262702148981, 'e': 0.13245663104530903}",25,14,19.310539933912473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.39998604348675176, 'e': 0.13173011931323708}",35,19,27.66738136906496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.3993465775263606, 'e': 0.13068048250402503}",20,13,4.239349508652321,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.3990671327391784, 'e': 0.1302239003002119}",30,19,14.913440221997925,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.3986284002402785, 'e': 0.12950963487901218}",20,15,10.13817333227632,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3984291358604047, 'e': 0.12918626517236967}",25,18,12.82872803941572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.39815033305766784, 'e': 0.12873490358780423}",30,10,-25.906271528570535,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
268,False,"{'a': 0.3973548281616168, 'e': 0.12745396989482075}",20,12,4.785617172662779,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.3970370714187317, 'e': 0.12694517228885002}",35,15,29.042447859450974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3962437908209189, 'e': 0.1256820467198355}",20,9,20.648652201410492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.3958081622906334, 'e': 0.12499269292356129}",30,22,13.885650477330259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.39549164238564394, 'e': 0.12449372076148724}",25,9,27.4719484518029,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.3948593617172482, 'e': 0.12350174419220851}",20,14,11.361556034604686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.39462251716069013, 'e': 0.12313179416213946}",20,9,5.093654930530969,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.39418867105091987, 'e': 0.1224564282529819}",25,4,-59.54070511317934,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
276,False,"{'a': 0.3933617434196217, 'e': 0.1211773626023853}",25,4,22.78217237333013,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.39253655051424957, 'e': 0.11991165687875927}",25,12,10.298296204719476,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.39202658454827904, 'e': 0.1191347587632496}",20,10,19.848223172813295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.39163475391170166, 'e': 0.11854057167504313}",20,16,7.5753125601748055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.39147813133674025, 'e': 0.11830372745486127}",25,17,17.2440628821091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.39116507407127343, 'e': 0.11783145771421594}",20,10,8.481786273533771,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
