trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
562,False,"{'a': 0.2777522849743259, 'e': 0.02126909922968176}",25,18,14.221682392970772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.2775579264082783, 'e': 0.02119478750375811}",25,19,14.762406132338743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.2773914416028695, 'e': 0.02113129842248555}",20,11,11.650134054058878,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.27714190161526525, 'e': 0.021036421213410025}",25,20,5.658574333575369,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.2770033653014223, 'e': 0.02098389584444467}",30,20,20.256634071515457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.27672650039164787, 'e': 0.020879238227301908}",20,12,10.74351223094996,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.27650520772020537, 'e': 0.020795888085809178}",20,10,22.120777761777425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.2762288407190163, 'e': 0.020692168161274557}",20,0,26.93662204659555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.2756769351271387, 'e': 0.020486277647979705}",25,17,12.582757510931794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.2754564817721365, 'e': 0.02040449620930702}",20,9,20.112083048546374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.27515364623226995, 'e': 0.02029257953313844}",35,21,29.02752630407706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.2747687006523252, 'e': 0.020151027486573166}",25,15,17.896485277467796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.2744940692902399, 'e': 0.020050523817695055}",30,10,36.815100833308506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.27394562977398884, 'e': 0.019851017772292718}",25,3,30.869026411964402,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.2733436118510152, 'e': 0.01963385317183864}",20,14,12.424230862617591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.2731796548759158, 'e': 0.019575039876376283}",25,20,7.984376536516213,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.2730430991902442, 'e': 0.019526163397740135}",25,12,26.379840079239976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.2726883737827689, 'e': 0.019399654933578255}",20,13,13.260838993622778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.27249755871418657, 'e': 0.019331874825691705}",25,14,26.706626866293494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.2721979762001916, 'e': 0.019225841373436626}",20,12,16.67228738617148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.27198030489936087, 'e': 0.01914909160980314}",20,9,20.8033354739774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.2716812910517384, 'e': 0.019044060705700774}",30,19,21.853799964310305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.2713826059385111, 'e': 0.018939605885886973}",25,16,18.380986111628715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.2711384714701563, 'e': 0.01885456913558812}",20,15,9.34477043451844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.2710029361210821, 'e': 0.018807491584207928}",25,15,18.694215149445707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.27073206864127325, 'e': 0.01871368882859824}",20,7,25.01299065281279,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.27038034562153673, 'e': 0.018592444322737798}",30,15,28.686932429146903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.2699750791289613, 'e': 0.018453522597980075}",30,15,28.257344254878355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.26957042008042786, 'e': 0.01831563888873418}",20,16,7.463407163427643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.26946261347515416, 'e': 0.018279044217825845}",30,21,18.254510377902193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.26922020622265264, 'e': 0.01819697331686738}",30,16,28.351664900266936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.26884356164666273, 'e': 0.018070039291053167}",35,27,14.68160568158472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.2686285728043484, 'e': 0.017997903501648798}",20,7,24.132991537031888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.2682795825525159, 'e': 0.017881296512157415}",20,7,22.942310978050546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.2679310456932418, 'e': 0.01776544501010361}",20,2,34.134910772196974,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.2674492035989761, 'e': 0.01760627335188191}",20,12,15.868256182620765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.2672353297970243, 'e': 0.017535988921048608}",25,0,36.55252340779707,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
599,False,"{'a': 0.2665680758874468, 'e': 0.017318153368134255}",20,7,21.787758930696405,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.2662217625412406, 'e': 0.017205950425851383}",20,8,21.896063169340025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.26590248802921124, 'e': 0.017103023811917726}",20,15,8.430689010762752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.2657695700174687, 'e': 0.017060319654826052}",25,10,26.218016173235156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.26537121450376944, 'e': 0.016932845881597214}",30,19,21.38309697963881,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.2650794666585481, 'e': 0.01683997086965357}",25,17,15.602873275394467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.264867487888035, 'e': 0.016772745526495048}",20,12,13.33798017782647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.26465567863272316, 'e': 0.016705788547622755}",20,12,15.835725901422604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.26444403875705474, 'e': 0.016639098861723624}",25,14,20.10898408639679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.26415331024441907, 'e': 0.016547835023599803}",30,18,22.59087978697854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.2638365163864558, 'e': 0.016448845279659077}",20,8,20.26323681245578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.2635201024531217, 'e': 0.016350447695924895}",20,13,14.52306022897694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.2633357029287677, 'e': 0.016293321158745884}",25,4,37.191524720497995,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.26278327820159686, 'e': 0.016123136320549902}",35,25,17.87989153821633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.2625206262712481, 'e': 0.016042721842671942}",20,7,24.581389660125637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.2621795711909296, 'e': 0.015938782320096424}",30,13,29.42134418245049,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.26173424455479527, 'e': 0.015803876830946983}",20,16,8.256472544645877,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.26162957179292134, 'e': 0.01577230066397745}",20,0,26.39140648800274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.261106835559814, 'e': 0.015615363650212755}",25,11,26.879145660130526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.260741541755358, 'e': 0.015506437789952416}",20,14,9.397493611525247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.260585143754397, 'e': 0.015459988185825944}",20,16,7.1920645078589835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.26048093054092747, 'e': 0.015429099108827652}",25,11,22.23171952340865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.2601165123903972, 'e': 0.015321472547505259}",20,14,10.363850174820708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.2599604892945724, 'e': 0.015275577007594257}",25,17,18.99062728898016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.25975260406831446, 'e': 0.015214596741403255}",20,13,13.399315975896553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.25957084087000803, 'e': 0.01516143873358748}",25,5,34.13264677004748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.2590522179840283, 'e': 0.015010579897586484}",25,8,30.882313622236655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.25861220333187995, 'e': 0.014883530692519692}",30,11,35.85447121250797,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.25812130664507993, 'e': 0.014742806648510288}",30,15,28.23728225346118,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.25773441492644344, 'e': 0.014632649205420586}",30,19,7.280010015157365,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.25745106294218706, 'e': 0.014552390548416123}",25,15,18.48343953409941,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.25719374056187855, 'e': 0.014479810197759686}",25,14,21.66964689787878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.25691098299243503, 'e': 0.014400389847839657}",20,0,18.240429055121595,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
632,False,"{'a': 0.2563976745060394, 'e': 0.014257103574776863}",30,18,20.293605257956457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2560901818291374, 'e': 0.014171817068705777}",20,10,16.542091591335193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.25583421964972813, 'e': 0.014101134836198109}",25,1,43.757840221592446,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.2552209537360329, 'e': 0.013932932450899297}",25,15,18.746076316572477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.2549658603502475, 'e': 0.013863441660393487}",25,1,39.36285426093322,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.25435467599999567, 'e': 0.013698074547546445}",20,12,18.270056287731713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.25415127363099144, 'e': 0.013643391687985834}",25,1,40.32847772246943,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.25354204194473173, 'e': 0.013480649394394395}",20,10,18.1243207271706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.2532886266315615, 'e': 0.0134134143750437}",20,9,16.230571190423642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.2530101623257135, 'e': 0.013339843102441431}",30,15,32.533749837441086,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.2526309315763927, 'e': 0.013240168526058691}",20,14,11.346657510762146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.2524793984819212, 'e': 0.013200507541702792}",20,14,13.147757793399734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.25232795628003585, 'e': 0.013160965362003861}",20,0,31.63510807435165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.25182380468711923, 'e': 0.013030011568630474}",20,11,17.366359068810063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.251597265220952, 'e': 0.012971508247767908}",25,18,15.702465290582168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.2514212087622469, 'e': 0.012926187326777541}",30,21,15.307041902641238,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.2511950314694096, 'e': 0.012868150165357922}",30,19,22.254664202072494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.25091886885207915, 'e': 0.01279756961388671}",30,16,23.153785479091322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.2505678282214643, 'e': 0.01270829943672915}",20,6,27.385533548308963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.250217278703873, 'e': 0.012619651968786704}",20,14,10.791835430227058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.25006719336675437, 'e': 0.012581849744568345}",25,13,22.429120622878507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.24976729271109574, 'e': 0.012506584667128349}",30,15,21.871673952059247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.24939292261979196, 'e': 0.012413136152095758}",25,6,34.02798219473632,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.24891952593607736, 'e': 0.012295769731839025}",25,14,18.921890230957796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.24864586499865743, 'e': 0.012228328631347955}",20,14,8.826754939785985,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.248496722226964, 'e': 0.012191698617946518}",30,3,43.164523779907775,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.24782668603286018, 'e': 0.01202821667260977}",25,10,24.43400404752171,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.24745522466948244, 'e': 0.011938342497008501}",35,24,18.344815986347413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.2471831735778782, 'e': 0.011872861850119607}",20,6,21.439970921811067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.24683735926137373, 'e': 0.011790042024738285}",20,16,7.543709469969208,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.24673864406202525, 'e': 0.011766485505060662}",20,12,16.34428294367308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.24654133208209092, 'e': 0.011719513569540685}",30,15,24.347215327023306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.24617179730433886, 'e': 0.01163194600660272}",25,13,25.00172207594506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.2458765683203915, 'e': 0.011562363287468536}",25,12,19.802400865477754,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.24555713645727265, 'e': 0.0114874516526643}",20,6,25.93660236668537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.24521359699996403, 'e': 0.011407320278109432}",20,9,21.52187439304345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.2449440103431087, 'e': 0.011344752236418012}",20,10,14.724276090031864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.24469918876395694, 'e': 0.011288170048585013}",20,0,33.291734319522405,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.24421027945870405, 'e': 0.011175850879933932}",25,16,12.879522392270735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.2439905890826895, 'e': 0.01112567253692193}",20,16,8.22162572967366,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.24389301236370126, 'e': 0.011103443428366347}",25,17,14.533308307479908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.24369797597876622, 'e': 0.011059118363881916}",25,11,22.640902667334203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.24335703752500015, 'e': 0.010981974852626553}",20,9,20.38025743974125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.24308949196076052, 'e': 0.010921739789203994}",30,19,18.51758636027442,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.24282224053483578, 'e': 0.010861835109242907}",25,14,22.669330186852147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.24255528292385173, 'e': 0.010802259000622138}",25,17,14.360194629192936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.24236131629450927, 'e': 0.010759136267582695}",25,15,18.94791384850366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.24211907611848948, 'e': 0.01070547485157936}",25,7,33.59137293997378,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.24168365377914564, 'e': 0.010609557851852787}",30,16,25.521383274321654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.24134553340334422, 'e': 0.010535550275604046}",20,12,14.95790455017891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.2411525341866015, 'e': 0.010493492246636918}",20,8,21.043927465782954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.2408633247059711, 'e': 0.01043071979881779}",25,17,16.657945205071275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.24067071110192068, 'e': 0.010389080254231065}",25,14,23.315982139869778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.2404061188721147, 'e': 0.010332097159986781}",30,17,24.9370472502851,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.24009379397275127, 'e': 0.010265156321858154}",25,15,19.390479847233088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.2398538201856699, 'e': 0.01021395864111251}",20,14,12.518275263869217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.23970995105861265, 'e': 0.010183362682074704}",20,16,8.774698056328095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.23961408625242864, 'e': 0.01016301630986488}",35,15,36.52920095279205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.2391353369887705, 'e': 0.010061892607971811}",30,18,16.475743244700706,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.2388485466929763, 'e': 0.010001702004705479}",30,13,35.87252075474119,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.23844284910425417, 'e': 0.009917047827606234}",25,17,13.817471282328537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.2382521711063394, 'e': 0.009877458867002286}",20,3,28.78855571574289,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.23784748649483997, 'e': 0.009793856280979988}",20,10,19.233858071015597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.23760975789245706, 'e': 0.00974500921899472}",25,14,19.394183514495563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.2373485308599836, 'e': 0.009691558791704852}",20,10,16.150674125733275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.23711130096384084, 'e': 0.009643221940575883}",20,8,16.53162133034944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.23682693805455332, 'e': 0.009585535840291474}",35,26,15.995723403300548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.23661388969644614, 'e': 0.00954249783714385}",25,16,18.92841270818193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.23640103299560256, 'e': 0.009499653069903512}",20,16,8.225614651881592,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.2363064914919656, 'e': 0.009480672750409973}",30,18,17.847536196448107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
